timestamp,nf_number,customer_name,sku,barcode_scanned,quantity,is_error,error_message,operator
2026-04-20 22:41:30,11296,Aeroclube de Blumenau,7891234000019,7891234000019,1,False,,Administrador
2026-04-20 22:41:35,11296,Aeroclube de Blumenau,7891234000019,7891234000019,1,False,,Administrador
2026-04-20 22:41:40,11296,Aeroclube de Blumenau,7891234000019,7891234000019,1,False,,Administrador
2026-04-20 22:41:48,11296,Aeroclube de Blumenau,7891234000019,7891234000019,1,False,,Administrador
2026-04-20 22:41:56,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:03,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:06,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:08,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:09,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:13,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:15,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:17,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:19,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:21,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:22,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:24,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:27,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:28,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:30,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:32,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:33,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:40,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:41,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:42,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:44,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:45,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:47,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:48,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:50,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:51,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:56,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:57,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:42:58,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
2026-04-20 22:43:00,11296,Aeroclube de Blumenau,7897876124397,7897876124397,1,False,,Administrador
